LEX_CODE_LKD,PREDOMINANT_AGE_CODE,RED,GREEN,BLUE,LUMINANCE
BOLS,AZ,253,187,100,195
PENS,JE,115,198,238,183
NWGQ,AZ,253,187,100,195
CLR,JO,186,228,250,221
CHAR,JN,175,224,241,215
DBCL,AZ,253,187,100,195
MMD,G,249,170,111,183
CFY,DM,242,203,134,206
GFDU,QP,254,240,191,239
GFIC,QP,254,240,191,239
TCDF,AZ,253,187,100,195
SWKSI,JO,186,228,250,221
BAV1,Q,254,248,154,242
BAV2,Q,254,248,154,242
LVBM,DL,229,181,109,186
BNCM,DM,242,203,134,206
CGRB,DM,242,203,134,206
BLFB,DM,242,203,134,206
CRBB,DM,242,203,134,206
NESB,AC,253,206,124,210
DRMF,AT,254,196,112,202
LEIP,AT,254,196,112,202
ULSI,QP,254,240,191,239
CAGN,AC,253,206,124,210
FWE,SO,230,242,232,239
UCLY,KA,207,230,176,221
GSND,KA,207,230,176,221
LCLY,KA,207,230,176,221
HUNT,DA,242,235,207,234
NOCK,KC,233,238,154,231
LMBT,GY,251,179,139,191
MFLD,JS,74,192,238,170
WYE2,Q,254,248,154,242
WHBD,JT,144,207,242,196
BRADC,JN,175,224,241,215
ANCOO,JN,175,224,241,215
CSHCR,JN,175,224,241,215
DHF,DM,242,203,134,206
COCSH,JN,175,224,241,215
WYE3,Q,254,248,154,242
WYE4,Q,254,248,154,242
TAM7,Q,254,248,154,242
FODD,AZ,253,187,100,195
QUHF,AZ,253,187,100,195
BERI2,S,180,222,202,212
CWRU,CW,152,195,201,186
RHC,DM,242,203,134,206
CRLP,AZ,253,187,100,195
SCHG,O,0,167,141,130
MNG4,GP,250,179,123,190
GAL1,SR,164,217,201,204
SI,JN,175,224,241,215
CFO,DE,232,208,144,208
BOSS,GL,250,191,151,200
REHW5,G,249,170,111,183
RMD3,Q,254,248,154,242
YAWO,AD,254,216,135,218
ALV1,Q,254,248,154,242
NORH3,E,141,171,119,161
CUIP2,G,249,170,111,183
AD1T2,Q,254,248,154,242
WOC,Q,254,248,154,242
SELF,TA,190,140,193,154
UMBED,GY,251,179,139,191
PENN,DA,242,235,207,234
BAV3,Q,254,248,154,242
BA1T2,Q,254,248,154,242
BULM,CW,152,195,201,186
BLDU,QH,254,243,239,245
SUBTD,QH,254,243,239,245
WLHG,JN,175,224,241,215
EANHY,CV,172,189,137,181
EANHY,CV,172,189,137,182
HADDO,KE,187,217,119,204
DVHL,QPE,254,239,188,238
BSND,QH,254,243,239,245
COMN,SL,151,213,200,199
PARV,SL,151,213,200,199
SBVM,JS,74,192,238,170
HODF,KU,175,212,109,197
BONA,AD,254,216,135,218
GWALC,AD,254,216,135,218
COEDC,AD,254,216,135,218
COEDL,AD,254,216,135,218
PENMY,AD,254,216,135,218
GFOUT,QP,254,240,191,239
MYEI,ODW,109,200,183,179
CHES,TO,182,114,175,133
CERR,DO,229,188,122,191
PENYP,AD,254,216,135,218
BCHDS,Q,254,248,154,242
BIOD,Q,254,248,154,242
DGSW,JA,145,216,238,202
SCIU,FH,145,216,238,202
LSAFD,QH,254,243,239,245
PHOEB,KA,207,230,176,221
IRNSH,JE,115,198,238,183
SILSH,JS,74,192,238,170
KETT,JE,115,198,238,183
PENY,JE,115,198,238,183
YSDT,JT,144,207,242,196
OGOFF,ODW,109,200,183,179
NORTN,QH,254,243,239,245
RMDD,QH,254,243,239,245
GOSS,Q,254,248,154,242
BLOC,QH,254,243,239,245
MNFED,Q,254,248,154,242
TUFA,Q,254,248,154,242
HEAD,QH,254,243,239,245
TOPP,QH,254,243,239,245
FALL,QH,254,243,239,245
SLDE,QH,254,243,239,245
RSLD,QH,254,243,239,245
TSLD,QH,254,243,239,245
FLOW,QH,254,243,239,245
EFD,QH,254,243,239,245
SPRD,QH,254,243,239,245
CPLX,QH,254,243,239,245
